Employee_ID,Employee_Name,Email,Department,Country,Status
E0491,Employee 491,user491@vendor.com,Operations,USA,Inactive
E0492,Employee 492,user492@company.com,Sales,USA,Active
E0493,Employee 493,user493@company.com,HR,USA,Inactive
E0494,Employee 494,user494@vendor.com,HR,Germany,Inactive
E0495,Employee 495,user495@company.com,Finance,UK,Active
E0496,Employee 496,user496@vendor.com,Finance,Canada,Inactive
E0497,Employee 497,user497@vendor.com,Finance,UK,Active
E0498,Employee 498,user498@vendor.com,Operations,Germany,Active
E0499,Employee 499,user499@vendor.com,IT,UK,Active
E0500,Employee 500,user500@external.org,Operations,Germany,Active
